,Configuration,R² Score
420,Only Connect Weight,0.5088653850351887
421,Only Connect Weight,0.5006849815240414
422,Only Connect Weight,0.5166568784094887
423,Only Connect Weight,0.5117999498847513
424,Only Connect Weight,0.4965269495133455
425,Only Connect Weight,0.536520105492007
426,Only Connect Weight,0.5066451819506899
427,Only Connect Weight,0.5239428785474167
428,Only Connect Weight,0.5191759396685721
429,Only Connect Weight,0.5091316805336404
430,Only Connect Weight,0.5007373733252307
431,Only Connect Weight,0.5101450122522464
432,Only Connect Weight,0.5128534743367796
433,Only Connect Weight,0.5089815130929176
434,Only Connect Weight,0.5089303425127066
435,Only Connect Weight,0.5220481740444034
436,Only Connect Weight,0.4986585610298554
437,Only Connect Weight,0.5109290552655399
438,Only Connect Weight,0.5103540371752201
439,Only Connect Weight,0.5176828019997366
440,Only Connect Weight,0.5104051933544469
441,Only Connect Weight,0.5177761537757624
442,Only Connect Weight,0.5159283596278117
443,Only Connect Weight,0.5183617835749974
444,Only Connect Weight,0.5196730622679707
445,Only Connect Weight,0.5220347901493164
446,Only Connect Weight,0.5189555666809462
447,Only Connect Weight,0.5057381035897359
448,Only Connect Weight,0.514669438867703
449,Only Connect Weight,0.5073564296915687
450,Only Connect Weight,0.5120662315037695
451,Only Connect Weight,0.5051151555755616
452,Only Connect Weight,0.5251730551693502
453,Only Connect Weight,0.5086891646284659
454,Only Connect Weight,0.5148438871381902
455,Only Connect Weight,0.5122504520301536
456,Only Connect Weight,0.5180249363978636
457,Only Connect Weight,0.519860364688826
458,Only Connect Weight,0.5035785703803638
459,Only Connect Weight,0.5120922168983644
460,Only Connect Weight,0.5035239662797507
461,Only Connect Weight,0.5096521873096485
462,Only Connect Weight,0.52227859170862
463,Only Connect Weight,0.5070607683472255
464,Only Connect Weight,0.5010805139648185
465,Only Connect Weight,0.5227728020724182
466,Only Connect Weight,0.502187594475719
467,Only Connect Weight,0.5210674985383468
468,Only Connect Weight,0.5116803643920588
469,Only Connect Weight,0.5102805394038155
470,Only Connect Weight,0.5209890902380742
471,Only Connect Weight,0.5166113396484899
472,Only Connect Weight,0.5156232756557041
473,Only Connect Weight,0.507464661945841
474,Only Connect Weight,0.5251871776332924
475,Only Connect Weight,0.5124547958965058
476,Only Connect Weight,0.5268949206159378
477,Only Connect Weight,0.533069530288059
478,Only Connect Weight,0.5257944324693635
479,Only Connect Weight,0.5090499553233364
480,Only Connect Weight,0.5330974928016997
481,Only Connect Weight,0.49378339607176336
482,Only Connect Weight,0.508640647674059
483,Only Connect Weight,0.5184309122411955
484,Only Connect Weight,0.5160286104449883
485,Only Connect Weight,0.5187763351095592
486,Only Connect Weight,0.5251151901909058
487,Only Connect Weight,0.5238203221989491
488,Only Connect Weight,0.5080301541678167
489,Only Connect Weight,0.5168065024420374
490,Only Connect Weight,0.5234812080037823
491,Only Connect Weight,0.5219398524902705
492,Only Connect Weight,0.5153353385286265
493,Only Connect Weight,0.508429219239732
494,Only Connect Weight,0.512516750353213
495,Only Connect Weight,0.5015325615667555
496,Only Connect Weight,0.5156270621325273
497,Only Connect Weight,0.5117084246076028
498,Only Connect Weight,0.5213131583024776
499,Only Connect Weight,0.503541170623434
500,Only Block Weight,0.47085102069509793
501,Only Block Weight,0.5037835605633183
502,Only Block Weight,0.48965458287915814
503,Only Block Weight,0.5142079278915257
504,Only Block Weight,0.48916861965145825
505,Only Block Weight,0.48106008110810383
506,Only Block Weight,0.4808507053362223
507,Only Block Weight,0.4620094503626674
508,Only Block Weight,0.49972652508416604
509,Only Block Weight,0.49422996473724007
510,Only Block Weight,0.5021337103514605
511,Only Block Weight,0.482980326142693
512,Only Block Weight,0.4677169081102397
513,Only Block Weight,0.48215616449751725
514,Only Block Weight,0.5082969637890206
515,Only Block Weight,0.4995700322198609
516,Only Block Weight,0.4646670566773122
517,Only Block Weight,0.4824735610730631
518,Only Block Weight,0.4698374039517244
